0/2023,6:48:58,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
147063,6/28/2023,16:02:17,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
147064,6/28/2023,16:02:28,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
147065,6/28/2023,16:02:28,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
147066,6/28/2023,16:02:48,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
147067,6/28/2023,16:03:19,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
147068,6/28/2023,16:05:27,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
147069,6/28/2023,16:06:56,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
147070,6/28/2023,16:07:22,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
147071,6/28/2023,16:08:22,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
147072,6/28/2023,16:08:28,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
147073,6/28/2023,16:10:33,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
147074,6/28/2023,16:10:33,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
147075,6/28/2023,16:12:47,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
147076,6/28/2023,16:12:47,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
147077,6/28/2023,16:15:12,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
147078,6/28/2023,16:16:42,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
147079,6/28/2023,16:16:42,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
147080,6/28/2023,16:17:41,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
147081,6/28/2023,16:18:16,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
147082,6/28/2023,16:20:41,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
147083,6/28/2023,16:20:41,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
147084,6/28/2023,16:20:46,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
147085,6/28/2023,16:21:03,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
147086,6/28/2023,16:22:11,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
147087,6/28/2023,16:22:16,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
147088,6/28/2023,16:23:40,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
147089,6/28/2023,16:23:47,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
147090,6/28/2023,16:24:14,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
147091,6/28/2023,16:24:36,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
147092,6/28/2023,16:25:15,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
147093,6/28/2023,16:26:46,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
147094,6/28/2023,16:29:06,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
147095,6/28/2023,16:32:10,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
147096,6/28/2023,16:32:14,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
147097,6/28/2023,16:32:14,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
147098,6/28/2023,16:32:25,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
147099,6/28/2023,16:32:57,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
147100,6/28/2023,16:32:57,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
147101,6/28/2023,16:33:39,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
147102,6/28/2023,16:34:38,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
147103,6/28/2023,16:35:04,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
147104,6/28/2023,16:37:03,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
147105,6/28/2023,16:37:08,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
147106,6/28/2023,16:37:10,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
147107,6/28/2023,16:38:24,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
147108,6/28/2023,16:38:39,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
147109,6/28/2023,16:38:55,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
147110,6/28/2023,16:38:55,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
147111,6/28/2023,16:39:21,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
147112,6/28/2023,16:39:25,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
147113,6/28/2023,16:40:01,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
147114,6/28/2023,16:40:02,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
147115,6/28/2023,16:40:15,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
147116,6/28/2023,16:40:15,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
147117,6/28/2023,16:41:53,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
147118,6/28/2023,16:42:15,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
147119,6/28/2023,16:42:32,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
147120,6/28/2023,16:42:57,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
147121,6/28/2023,16:42:57,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
147122,6/28/2023,16:44:00,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
147123,6/28/2023,16:44:07,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
147124,6/28/2023,16:44:08,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
147125,6/28/2023,16:44:16,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
147126,6/28/2023,16:46:28,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
147127,6/28/2023,16:46:28,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
147128,6/28/2023,16:46:55,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
147129,6/28/2023,16:47:34,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
147130,6/28/2023,16:47:49,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
147131,6/28/2023,16:50:37,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
147132,6/28/2023,16:50:40,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
147133,6/28/2023,16:50:47,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
147134,6/28/2023,16:52:00,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
147135,6/28/2023,16:52:55,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
147136,6/28/2023,16:54:34,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
147137,6/28/2023,16:55:38,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
147138,6/28/2023,16:56:02,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
147139,6/28/2023,16:56:42,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
147140,6/28/2023,16:57:39,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
147141,6/28/2023,16:58:40,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
147142,6/28/2023,16:59:22,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
147143,6/28/2023,16:59:22,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
147144,6/28/2023,17:00:26,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
147145,6/28/2023,17:00:51,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
147146,6/28/2023,17:02:42,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
147147,6/28/2023,17:02:42,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
147148,6/28/2023,17:03:32,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
147149,6/28/2023,17:03:35,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
147150,6/28/2023,17:03:35,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
147151,6/28/2023,17:03:56,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
147152,6/28/2023,17:03:56,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
147153,6/28/2023,17:04:07,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
147154,6/28/2023,17:04:07,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
147155,6/28/2023,17:04:08,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
147156,6/28/2023,17:04:20,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
147157,6/28/2023,17:05:11,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
147158,6/28/2023,17:09:22,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
147159,6/28/2023,17:13:49,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
147160,6/28/2023,17:14:01,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
147161,6/28/2023,17:14:01,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
147162,6/28/2023,17:14:21,2,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
147163,6/28/2023,17:14:27,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
147164,6/28/2023,17:15:11,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
147165,6/28/2023,17:15:31,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
147166,6/28/2023,17:16:07,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
147167,6/28/2023,17:16:19,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
147168,6/28/2023,17:16:29,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
147169,6/28/2023,17:17:38,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
147170,6/28/2023,17:17:38,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
147171,6/28/2023,17:17:51,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
147172,6/28/2023,17:18:03,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
147173,6/28/2023,17:18:25,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
147174,6/28/2023,17:20:38,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
147175,6/28/2023,17:22:21,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
147176,6/28/2023,17:25:18,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
147177,6/28/2023,17:25:30,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
147178,6/28/2023,17:25:58,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
147179,6/28/2023,17:27:47,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
147180,6/28/2023,17:28:31,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
147181,6/28/2023,17:28:57,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
147182,6/28/2023,17:30:05,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
147183,6/28/2023,17:30:23,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
147184,6/28/2023,17:31:51,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
147185,6/28/2023,17:32:21,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
147186,6/28/2023,17:34:05,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
147187,6/28/2023,17:34:16,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
147188,6/28/2023,17:36:36,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
147189,6/28/2023,17:38:49,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
147190,6/28/2023,17:39:39,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
147191,6/28/2023,17:40:05,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
147192,6/28/2023,17:41:05,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
147193,6/28/2023,17:41:30,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
147194,6/28/2023,17:41:34,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
147195,6/28/2023,17:42:40,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
147196,6/28/2023,17:43:02,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
147197,6/28/2023,17:43:47,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
147198,6/28/2023,17:44:25,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
147199,6/28/2023,17:45:09,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
147200,6/28/2023,17:46:23,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
147201,6/28/2023,17:46:23,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
147202,6/28/2023,17:46:35,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
147203,6/28/2023,17:47:52,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
147204,6/28/2023,17:47:52,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
147205,6/28/2023,17:48:00,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
147206,6/28/2023,17:48:10,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
147207,6/28/2023,17:48:18,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
147208,6/28/2023,17:48:26,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
147209,6/28/2023,17:48:47,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
147210,6/28/2023,17:49:13,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
147211,6/28/2023,17:50:37,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
147212,6/28/2023,17:51:51,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
147213,6/28/2023,17:51:51,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
147214,6/28/2023,17:52:13,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
147215,6/28/2023,17:54:42,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
147216,6/28/2023,17:55:01,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
147217,6/28/2023,17:55:01,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
147218,6/28/2023,17:55:08,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
147219,6/28/2023,17:55:36,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
147220,6/28/2023,17:55:51,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
147221,6/28/2023,17:55:51,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
147222,6/28/2023,17:55:59,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
147223,6/28/2023,17:58:21,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
147224,6/28/2023,17:58:27,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
147225,6/28/2023,17:59:45,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
147226,6/28/2023,18:00:46,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
147227,6/28/2023,18:00:46,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
147228,6/28/2023,18:01:17,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
147229,6/28/2023,18:02:57,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
147230,6/28/2023,18:04:14,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
147231,6/28/2023,18:04:49,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
147232,6/28/2023,18:05:49,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
147233,6/28/2023,18:07:10,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
147234,6/28/2023,18:07:18,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
147235,6/28/2023,18:07:18,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
147236,6/28/2023,18:07:22,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
147237,6/28/2023,18:08:18,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
147238,6/28/2023,18:09:20,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
147239,6/28/2023,18:09:36,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
147240,6/28/2023,18:09:36,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
147241,6/28/2023,18:09:53,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
147242,6/28/2023,18:09:53,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
147243,6/28/2023,18:11:49,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
147244,6/28/2023,18:13:00,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
147245,6/28/2023,18:13:22,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
147246,6/28/2023,18:13:22,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
147247,6/28/2023,18:14:02,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
147248,6/28/2023,18:15:42,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
147249,6/28/2023,18:15:54,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
147250,6/28/2023,18:16:14,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
147251,6/28/2023,18:16:39,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
147252,6/28/2023,18:17:21,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
147253,6/28/2023,18:17:29,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
147254,6/28/2023,18:17:48,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
147255,6/28/2023,18:21:29,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
147256,6/28/2023,18:22:44,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
147257,6/28/2023,18:23:20,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
147258,6/28/2023,18:23:20,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
147259,6/28/2023,18:25:13,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
147260,6/28/2023,18:26:00,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
147261,6/28/2023,18:26:15,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
147262,6/28/2023,18:26:29,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
147263,6/28/2023,18:27:55,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
147264,6/28/2023,18:29:11,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
147265,6/28/2023,18:29:23,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
147266,6/28/2023,18:29:46,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
147267,6/28/2023,18:29:58,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
147268,6/28/2023,18:29:58,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
147269,6/28/2023,18:30:33,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
147270,6/28/2023,18:30:51,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
147271,6/28/2023,18:30:51,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
147272,6/28/2023,18:32:10,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
147273,6/28/2023,18:32:10,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
147274,6/28/2023,18:33:39,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
147275,6/28/2023,18:36:20,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
147276,6/28/2023,18:38:47,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
147277,6/28/2023,18:39:59,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
147278,6/28/2023,18:40:06,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
147279,6/28/2023,18:40:06,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
147280,6/28/2023,18:43:48,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
147281,6/28/2023,18:43:48,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
147282,6/28/2023,18:44:15,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
147283,6/28/2023,18:44:30,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
147284,6/28/2023,18:49:50,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
147285,6/28/2023,18:52:37,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
147286,6/28/2023,18:52:51,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
147287,6/28/2023,18:54:27,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
147288,6/28/2023,18:55:29,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
147289,6/28/2023,18:57:05,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
147290,6/28/2023,18:57:05,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
147291,6/28/2023,19:01:52,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
147292,6/28/2023,19:03:46,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
147293,6/28/2023,19:03:46,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
147294,6/28/2023,19:04:43,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
147295,6/28/2023,19:04:43,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
147296,6/28/2023,19:06:08,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
147297,6/28/2023,19:06:13,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
147298,6/28/2023,19:06:13,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
147299,6/28/2023,19:07:57,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
